NQUEST,TIPOI,QUEST,NQUESTP,STUPCF,STUMCF,STUPCO,STUMCO,CITPCF,CITMCF,CITPCO,CITMCO,VITGEN,NGEN,FIGLI,NFIGLI,PARNOIT,ANCONV,CONTINT,NCOMP
859616,1,3,,3,3,,,1,1,,,1,1,2,,2,,2,1
859696,1,3,,1,1,,,1,1,,,2,,2,,,,1,1
859908,1,3,,,,,,,,,,1,1,1,1,2,,1,1
859920,1,3,,,,,,,,,,1,3,2,,,2000,1,5
860095,1,3,,,,,,,,,,1,1,2,,2,,3,1
860127,2,3,,5,5,5,5,1,1,1,1,1,2,2,,,2019,2,2
860353,2,3,,,,,,,,,,1,3,2,,,2009,3,4
860381,1,3,,1,1,1,1,1,1,1,1,2,,1,1,,1970,1,2
860573,2,3,,,,,,,,,,1,1,1,1,,1987,3,3
860688,2,3,,2,2,2,2,1,1,1,1,2,,2,,,1979,2,3
860704,1,3,,,,,,,,,,2,,2,,,1996,2,4
860757,1,3,,,,,,,,,,2,,1,2,,1973,1,2
860780,1,3,,,,,,,,,,1,2,2,,,1987,1,3
860783,1,3,,1,1,,,1,1,,,2,,1,3,,,1,1
860799,1,3,,,,,,,,,,2,,1,2,,1976,2,4
860900,1,3,,2,2,2,2,1,1,1,1,1,2,2,,,1988,6,2
860929,2,3,,1,1,,,1,1,,,2,,1,1,,,2,1
860940,2,3,,,,,,,,,,1,1,1,1,,1976,3,2
860985,1,3,,7,7,1,1,1,1,1,1,3,,2,,,1983,1,4
861061,1,3,,5,5,3,3,1,1,1,1,1,3,2,,,1993,2,4
861065,2,3,,5,4,3,3,1,1,1,1,2,,1,2,,1969,2,2
861471,1,3,,,,,,,,,,1,1,1,3,,2001,2,3
861502,1,3,,,,,,,,,,2,,2,,,,1,1
861581,2,3,,3,2,2,2,1,1,1,1,1,1,2,,,1983,3,4
861584,1,3,,,,,,,,,,2,,2,,,1968,2,4
861954,1,3,,,,,,,,,,1,3,2,,,1995,1,3
861992,1,3,,2,2,,,1,1,,,2,,2,,2,,1,1
862003,1,3,,1,3,2,2,1,1,1,1,1,1,1,3,,1982,1,2
862146,1,3,,2,2,2,2,1,1,1,1,2,,1,1,,1990,3,5
862150,1,3,,2,2,2,2,1,1,1,1,1,3,2,,,2008,2,3
862168,1,3,,2,2,2,2,1,1,1,1,2,,2,,,1993,1,5
862302,1,3,,1,1,1,1,1,1,1,1,2,,1,2,,1981,2,2
862314,2,3,,2,2,3,3,1,1,1,1,2,,1,2,,1973,3,2
862358,1,3,,,,,,,,,,2,,1,1,,1985,1,3
862416,1,3,,2,2,,,1,1,,,2,,1,3,2,,1,1
862455,2,3,,2,2,3,3,1,1,1,1,1,2,2,,,2004,2,4
862462,2,3,,2,2,2,2,1,1,1,1,1,1,2,,,1989,2,3
862466,2,3,,,,,,,,,,1,3,2,,,2008,1,3
862583,1,3,,,,,,,,,,1,2,2,,,1998,2,3
862590,1,3,,,,,,,,,,2,,2,,,2000,1,5
862604,2,3,,,,,,,,,,1,4,2,,,2020,2,3
862789,1,3,,,,,,,,,,2,,1,1,,1961,1,2
862826,1,3,,,,,,,,,,2,,2,,2,,3,1
862853,2,3,,,,,,,,,,2,,2,,2,,2,1
862877,1,3,,4,4,,,1,1,,,2,,2,,,,4,2
862939,1,3,,5,4,,,1,1,,,2,,2,,,,1,1
863223,1,3,,,,,,,,,,2,,1,2,,1978,1,2
863308,1,3,,4,4,,,1,1,,,2,,2,,2,,2,1
863331,1,3,,,,,,,,,,2,,1,3,,1972,4,2
863333,1,3,,2,2,2,2,2,2,2,2,1,1,2,,,2000,7,5
863387,1,3,,2,2,3,3,1,1,1,1,2,,1,1,,1976,4,3
863402,1,3,,3,3,2,2,1,1,1,1,1,2,1,1,,1983,8,2
863430,2,3,,4,4,7,7,1,1,1,1,2,,1,1,,,2,1
863458,2,3,,1,1,1,1,1,1,1,1,2,,1,2,,1983,2,2
863575,2,3,,,,,,,,,,2,,1,1,,1968,3,2
863673,1,3,,,,,,,,,,2,,2,,,1992,3,2
864120,2,3,,,,,,,,,,1,4,2,,,2001,2,3
864133,1,3,,,,,,,,,,2,,1,2,,1980,2,2
864754,2,3,,3,2,3,2,1,1,1,1,2,,2,,,1985,3,2
864809,2,3,,2,2,2,2,1,1,1,1,3,,2,,,1979,2,3
865481,1,3,,2,2,,,1,1,,,2,,1,1,2,,2,4
865483,1,3,,2,2,2,2,1,1,1,1,1,2,2,,,1986,2,4
865491,1,3,,2,2,2,2,1,1,1,1,1,1,1,1,,1990,1,3
865494,1,3,,2,2,2,2,1,1,1,1,2,,2,,,1990,2,2
865498,1,3,,1,1,2,2,1,1,1,1,1,1,1,1,,1988,1,3
865500,1,3,,,,,,,,,,1,2,2,,,1991,3,4
865504,1,3,,2,2,2,2,1,1,1,1,1,1,2,,,2000,1,2
865680,1,3,,2,2,2,2,1,1,1,1,2,,2,,,1964,3,2
865764,1,3,,1,1,,,1,1,,,2,,1,1,,,1,1
865780,1,3,,2,2,,,1,1,,,2,,2,,2,,2,2
865806,1,3,,3,4,3,3,1,1,1,1,1,4,2,,,2000,4,4
865882,1,3,,2,3,,,1,1,,,2,,1,2,,,3,1
866382,1,3,,3,3,3,3,1,1,1,1,2,,1,1,,1984,1,2
866386,1,3,,,,,,,,,,2,,1,3,,,2,1
866387,2,3,,2,1,,,1,1,,,1,1,1,2,2,,1,1
866960,1,3,,,,,,,,,,2,,1,3,,1973,2,2
867008,2,3,,1,1,1,1,1,1,1,1,2,,1,2,,,2,1
867019,2,3,,,,,,,,,,2,,2,,,,2,1
867090,1,3,,,,,,,,,,2,,2,,,,1,2
867104,1,3,,,,,,,,,,2,,1,4,,,4,1
867114,1,3,,2,2,2,2,1,1,1,1,1,3,1,2,,1987,4,4
867205,2,3,,,,,,,,,,1,4,2,,,2000,3,4
867344,2,3,,,,,,,,,,2,,1,2,,1982,2,2
867373,2,3,,,,,,,,,,2,,1,2,,2005,2,2
867653,2,3,,1,1,1,1,2,2,2,2,1,2,2,,,2002,2,4
867784,1,3,,3,3,,,1,1,,,,,2,,2,,2,3
867914,2,3,,2,2,2,2,1,1,1,1,1,1,2,,,1994,2,5
868093,1,3,,4,4,4,3,1,1,1,1,1,2,2,,,1998,2,5
868098,1,3,,,,,,,,,,1,3,2,,,2010,4,4
868165,1,3,,,,,,,,,,2,,1,4,,1973,1,3
868231,1,3,,3,3,3,3,2,2,2,2,1,2,1,1,,1989,1,3
868264,2,3,,,,,,,,,,1,2,2,,,1989,3,4
868294,1,3,,,,,,,,,,1,4,2,,,2009,3,5
868337,2,3,,,,,,,,,,1,4,2,,,2005,3,4
868406,1,3,,,,,,,,,,1,3,2,,,2005,4,4
868474,2,3,,,,,,,,,,1,1,1,1,,1991,3,2
868583,2,3,,1,1,2,1,1,1,1,1,2,,1,2,,1982,7,3
868805,2,3,,2,2,4,4,1,1,1,1,2,,2,,,2007,2,5
868843,2,3,,2,2,,,1,1,,,2,,2,,2,,2,2
869003,1,3,,,,,,,,,,1,1,2,,2,,4,1
869042,2,3,,2,3,2,2,1,1,1,1,2,,2,,,2007,4,4
869043,2,3,,4,4,4,4,1,1,1,1,1,4,2,,,2009,2,4
871009,1,3,,2,2,2,2,1,1,1,1,2,,2,,,1990,3,5
871078,1,3,,2,2,,,1,1,,,2,,2,,,,1,1
871218,2,3,,1,1,,,1,1,,,2,,2,,2,,2,3
871237,2,3,,2,2,2,2,1,1,1,1,1,1,2,,,1989,2,4
871272,2,3,,2,2,,,1,1,,,2,,2,,2,,2,1
871273,2,3,,3,3,2,2,1,1,1,1,2,,1,2,,1992,2,2
871320,2,3,,,,,,,,,,1,2,1,2,,1986,3,2
871440,2,3,,2,2,2,2,1,1,1,1,2,,1,2,,1972,2,3
871517,2,3,,1,1,,,1,1,,,2,,2,,,,7,1
871533,2,3,,,,,,,,,,1,1,1,2,2,,5,3
871618,2,3,,,,,,,,,,1,1,1,1,,1978,3,2
871697,1,3,,,,,,,,,,2,,1,2,,1971,2,4
871747,1,3,,1,1,1,1,1,1,1,1,2,,1,2,,1968,1,2
871798,2,3,,,,,,,,,,1,2,1,1,1,,2,1
871807,2,3,,,,,,,,,,2,,1,2,,,2,1
871811,2,3,,,,,,,,,,1,2,2,,2,,2,1
872005,1,3,,1,1,1,1,1,1,1,1,2,,1,2,,1962,1,2
872027,2,3,,,,,,,,,,1,1,1,2,,1980,2,2
872073,1,3,,2,2,,,1,1,,,2,,2,,2,,2,2
872107,1,3,,2,2,2,1,1,1,1,1,2,,1,2,,1972,5,2
872112,1,3,,2,2,,,1,1,,,2,,2,,2,,3,1
872122,1,3,,2,2,3,3,1,1,2,2,1,3,2,,,2002,3,4
872133,1,3,,2,2,3,2,1,1,1,1,1,1,2,,,1980,2,2
872161,2,3,,3,2,,,1,1,,,2,,2,,2,,2,2
872166,1,3,,2,2,,,2,1,,,1,1,1,2,2,,1,1
