NQUEST,POS_A3,POS_B,POS_C1,POS_C2,POS_C3,POS_D1,POS_D2,POS_D3,POS_E1,POS_E2,POS_F1,POS_F2,POS_G,POS_H,FONDIPOSS,FONDIQUOTA1,FONDIQUOTA2,PIRPOSS,PIRAMM,VARAF,VARAFA,VARAFB,RISFIN,RISMOTBIS,RISPAR,RISPARFINE,VARRISPAR,PRECAUZ,EMERG,QTASSO,QINT,QRISK1,Sconto1,Sconto2,Sconto3,Sconto4,DOCSEZC,AFA3,AFB,AFC1,AFC2,AFC3,AFD1,AFD2,AFD3,AFE1,AFE2,AFF1,AFF2,AFG,AFH,PDEPOS,AFDEPOS
937332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,1,2,50000,1,3,2,2,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36000
937358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,1,1,3,15000,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000
937362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,2,,1,9000,,4,3,1,2,3,20000,1,3,2,2,2,2,2,1,1,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,1,60000
937371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,2000,,2,2,1,1,1,100000,1,3,3,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50433.916675
937375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,1,5000,,2,3,1,1,1,50000,1,3,2,1,2,2,1,,1,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,1,30000
937431,0,1,0,0,0,0,1,1,1,0,0,1,0,1,2,,,1,6000,3,,2500,3,2,1,1,1,30000,1,3,2,2,2,2,2,1,1,0,170000,0,0,0,0,20000,100000,30000,0,0,20000,0,500,1,270000
937437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,,,2,,3,,5500,4,3,1,1,1,1500,1,2,2,2,1,,,,2,0,0,0,0,0,0,0,110000,0,0,0,0,0,0,1,13725
937442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,4,2,2,3,200,2,1,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
937443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,4,2,2,2,50000,1,4,4,3,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1600
937455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,3,1,1,2,25000,2,5,5,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185488.42773
937460,0,1,0,0,0,0,0,0,1,0,1,0,0,1,,,,2,,1,120000,,2,4,1,1,1,120000,2,5,5,4,2,2,2,2,2,0,842142.54702,0,0,0,0,0,0,944186.60029,0,766971.11325,0,0,466412.9534,1,903334.40019
937464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,2,1,2,17000,2,5,5,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281166.66397
937469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,1,1,2,10000,2,5,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10298.971878
937470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,4,3,1,1,2,1000,2,4,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12799.257851
937475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,3,1,1,1,12000,2,5,5,4,2,2,2,2,2,0,0,19209.52254,0,0,0,0,0,0,0,0,0,0,0,1,128796.49459
937476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,4,3,2,1,2,2000,1,4,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133.5285125
937478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,5,,,3,1,1,1,2,15000,2,4,4,3,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330677.88713
937480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,1,1,1,20000,2,5,5,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32566.508681
937484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,3,1,1,1,2,10000,2,4,4,3,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17251.557123
937485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,5,,,4,2,2,1,2,14000,2,5,5,3,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41654.166932
937519,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,150000,3,4,1,1,2,25000,2,5,5,4,2,2,2,2,2,0,367463.12093,79062.505617,0,0,0,0,0,0,0,0,0,0,0,1,892211.9678
937521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,3,1,1,2,25000,2,5,5,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,783282.88775
937522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,15000,3,1,1,1,3,18000,2,5,5,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167702.7999
937530,0,0,0,0,1,0,0,0,1,0,1,0,0,0,,,,2,,5,,,3,3,1,1,3,30000,2,5,5,4,2,2,2,2,2,0,0,0,0,153252.97909,0,0,0,298340.38219,0,240.95595624,0,0,0,1,304057.70205
937535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,4,1,1,3,12000,2,4,5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249909.13598
937542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,5,,,4,2,1,1,2,10000,2,5,5,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62267.540186
937550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,4,2,1,1,2,25000,2,5,5,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255422.33924
937559,0,1,0,0,0,0,0,0,1,0,0,0,0,1,,,,2,,5,,,2,1,1,1,3,25000,1,3,2,2,2,2,2,1,2,0,6240735.494,0,0,0,0,0,0,133876.66959,0,0,0,0,98889.864716,1,134829.58094
937570,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,3,1,1,1,15000,1,3,3,2,2,2,2,1,2,0,289465.68365,0,0,0,0,0,0,0,0,0,0,0,0,1,48829.537098
937585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,40,60,2,,2,,,3,3,1,1,1,15000,1,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,206743.33157,0,0,0,0,0,0,1,62964.526138
937588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,2000,,4,2,1,1,3,3000,1,3,3,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100000
937591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,2,3,2500,1,3,3,3,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50000
937603,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,1,3500,,3,2,1,1,3,10000,1,3,2,2,2,2,2,2,2,0,443716.97655,0,0,0,0,0,0,33956.992199,0,0,0,0,0,1,103789.90226
937608,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,3,,1500,4,2,1,1,1,20000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,1,16000
937612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,2,2,10000,1,4,4,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000
937617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,2500,4,2,2,1,2,2000,1,4,4,2,2,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4250
937630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,2000,4,4,1,1,2,10000,2,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4200
937631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,5000,4,2,3,2,2,5000,1,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18000
937648,0,1,0,0,0,0,0,0,1,0,0,1,0,0,,,,2,,1,20000,,1,2,1,2,3,2200,1,3,2,2,2,2,2,2,1,0,100000,0,0,0,0,0,0,100000,0,0,18006.002236,0,0,1,10000
937652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,3,6,1,1,2,10000,1,1,1,2,1,,,,2,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,1,20000
937668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,2,,4,,,3,6,1,1,3,3000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,1,5000
937697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,50,50,2,,1,500,,4,1,1,1,3,5000,1,3,1,1,1,,,,2,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,1,10000
937704,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,,,2,,4,,,4,1,2,2,3,5000,1,4,4,3,2,2,2,2,2,0,0,0,0,0,0,0,10000,0,0,15000,0,0,0,1,318.69507922
937725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,6,2,2,2,2500,1,4,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
937729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,2,,2,,,4,4,2,2,3,4000,1,2,2,2,1,,,,1,0,60000,0,0,0,0,0,0,0,0,0,0,10000,0,1,37000
937746,0,1,0,0,0,0,1,1,1,0,0,0,1,0,4,,,1,25000,2,,,3,4,1,1,1,15000,1,3,2,2,2,2,2,2,1,0,250000,0,0,0,0,100000,100000,50000,0,0,0,5000,0,1,10000
937774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,2,2,1,1,2,5000,1,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
937831,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,2,,,3,3,1,1,3,10000,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,1,25000
937835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,2,3,4000,1,2,1,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
937844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,1,1,1,10000,1,2,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19000
937845,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,,,2,,2,,,3,2,1,1,3,10000,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,700000,0,0,0,0,0,1000,1,50000
937974,0,0,0,1,0,0,0,1,1,0,1,0,0,0,4,,,2,,2,,,3,6,1,1,2,500000,1,3,2,2,1,,,,2,0,0,0,800000,0,0,0,300000,20000,0,200000,0,0,0,1,800000
937981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,1,2,1,10000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50000
937989,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,,,1,200000,1,10000,,3,4,1,3,3,200000,1,3,2,2,1,,,,1,0,130000,25000,25000,0,0,0,8000,300,0,0,0,0,0,1,140000
937990,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,2,,2,,,3,3,1,1,1,30000,1,3,2,2,2,2,1,,2,0,80000,0,0,0,0,0,6561.7070253,0,0,0,0,0,0,1,4000
937992,0,1,0,0,0,1,0,0,1,1,0,0,0,0,,,,2,,2,,,3,2,2,3,2,40000,1,3,2,2,2,2,2,2,2,0,160000,0,0,0,500,0,0,500,600,0,0,0,0,1,12002
937994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,3,1,1,1,1,10000,1,4,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
937999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,2000,,2,3,1,1,2,5000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
938002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,1,1,3,5000,2,2,4,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7500
938005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,1,1,3,100000,2,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,850665.06865
938021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,2,,3,,10000,4,2,2,2,3,10000,1,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,1,37000
938024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,1,1,1,4000,1,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2500
938025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,4,2,2,3,6000,2,2,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
938026,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,2,,2,,,3,3,1,1,2,50000,1,1,2,2,2,2,1,,2,0,0,0,0,0,0,100000,0,200000,0,0,0,0,0,1,100000
938029,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,2,,2,,,3,2,1,1,2,300000,1,3,2,4,1,,,,2,0,0,30000,0,0,0,0,0,8000,0,0,0,0,0,1,302000
938031,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,2,,2,,,2,4,1,1,3,20000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,1,30000
938046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,4,1,1,2,2000,2,3,2,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
938097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,4,2,2,3,20000,2,1,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000
938104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,1,1,3,10000,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100000
938107,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,,,2,,2,,,2,4,1,1,3,100000,1,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,950000,450000,0,0,0,0,0,1,25000
938109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,2,2,1,10000,1,3,3,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50000
938110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,2,,2,,,2,3,1,1,3,100000,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1000001,0,0,0,0,1,100000
938111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,2,2,2,1300,2,1,2,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500
938112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,1,1,1,3500,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
938117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,5,1,2,2,2000,1,1,2,2,2,2,1,,2,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,1,10900
938181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,2,2,2,2000,2,2,1,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11080.267086
938183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,1,1,2,10000,2,3,3,2,2,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45000
938185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,1,1,2,1500,2,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39459.563248
938213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,2,1,2,3000,1,2,1,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120000
938242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,2,2,3,1300,2,4,4,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,807.39748408
938267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,4,2,2,3,1000000,2,1,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5300
938292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,4,2,2,3,3000,2,2,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
938312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,1,3,100000,2,2,2,3,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39380.478292
938321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,2,2,2,2,1,100000,1,4,4,3,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40000
938328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,2,3,2,2,2,200000,1,4,4,3,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200000
938333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,,,2,,2,,,2,3,1,1,2,100000,2,4,4,3,2,2,2,2,2,0,0,0,0,572.54246952,0,0,785712.38596,0,0,0,0,0,0,1,234785.31947
938341,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,2,,2,,,2,3,2,2,2,200000,2,4,4,3,1,,,,2,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,1,45000
938362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,2,,4,,,3,3,1,2,3,10000,1,4,4,3,1,,,,2,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,1,13000
938373,0,1,0,1,0,0,1,0,0,0,0,1,0,0,,,,2,,4,,,4,3,1,1,1,0,1,3,2,2,2,2,2,2,2,0,950.89346045,0,206.883748,0,0,4139.8437142,0,0,0,0,1180.2760548,0,0,1,600000
938375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,1000,4,2,2,2,3,50000,1,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000
938439,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,,,2,,3,,15000,4,1,1,2,2,2500,2,4,4,2,1,,,,1,0,30000,0,0,0,0,2000,0,3000,0,0,0,0,0,1,30000
938440,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,,,1,25000,4,,,2,3,1,1,1,20000,1,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,100000,70000,0,0,0,0,0,1,5000
938443,0,1,0,1,0,1,0,1,1,0,0,0,0,0,2,,,1,10000,1,5000,,2,4,1,1,1,150000,1,1,2,2,2,2,2,2,2,0,34648.774663,0,32414.078375,0,265.16489619,0,11902.330081,29294.221225,0,0,0,0,0,1,29718.850793
938457,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,2,,3,,300,2,2,1,1,2,180000,1,3,2,2,2,2,1,,2,0,0,0,140668.07393,0,0,0,0,0,65666.379304,0,0,0,0,1,7508.967265
938492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,2,1,1,3,130000,1,3,2,2,2,2,1,,2,0,0,107354.48538,0,0,0,0,0,0,0,0,0,0,0,1,7835.6669209
938495,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2,,,2,,3,,20000,3,4,1,1,3,15000,1,3,2,3,2,2,1,,2,0,24382.735674,15000,10000,15000,0,0,20000,0,0,0,0,0,0,1,281428.47085
938516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,3,1,1,3,100000,1,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62778.633347
938542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,4,2,1,1,1,120000,1,3,2,2,2,2,2,2,2,57814.631679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52204.022937
938546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,5000,,4,3,1,1,1,5000,1,3,2,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50000
938553,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,,2,,1,10000,,2,4,3,1,1,7000,2,2,4,3,1,,,,1,0,0,0,0,0,0,0,69072.012354,0,0,0,0,11120.376763,0,1,138193.64992
938557,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,2,,3,,1500,2,2,1,1,1,150000,1,3,2,2,2,2,1,,2,0,0,0,68195.036886,0,0,0,0,24923.235544,0,0,0,0,0,1,11162.718008
938562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,2,3,10000,1,4,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4762.5563252
938580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,4,1,1,2,12000,1,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8500
938583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,10000,2,,,4,2,1,2,3,2400,1,3,2,2,2,2,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000
938592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,8000,4,3,3,3,2,3000,1,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000
938608,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,,,1,15000,1,30000,,1,4,1,1,3,300000,1,3,2,2,2,2,2,2,2,0,250000,0,0,0,0,0,50000,10000,0,0,0,0,0,1,65000
938647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,4,,,4,2,2,2,2,25000,1,4,1,2,2,1,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000
938652,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,,,2,,1,7000,,2,3,1,2,1,50000,1,3,2,2,2,2,2,1,2,0,15000,0,0,0,0,0,30000,0,0,0,0,0,0,1,18000
938656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,700,3,3,1,1,2,110000,1,3,2,2,2,2,1,,2,0,0,0,90733.931869,0,0,0,0,0,0,0,0,0,0,1,5902.7961539
938657,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,,,2,,3,,15000,3,3,1,1,1,50000,1,3,2,3,1,,,,1,0,100000,49334.961896,0,0,0,0,26011.836877,0,0,0,0,0,0,1,180000
938658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,2000,4,3,2,2,2,5000,1,2,2,3,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000
938668,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,,,2,,2,,,2,3,1,1,1,200000,1,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,120000,15000,0,0,0,0,0,1,60000
938672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,,,2,,2,,,3,4,1,1,3,200000,1,3,2,2,2,1,,,2,0,0,0,0,0,0,0,35001,0,0,0,0,0,0,1,35001
938673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,3,2,2,2,50000,1,3,1,1,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47540.144219
938679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,2,2,10000,1,2,1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20000
938687,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,,,2,,2,,,3,3,1,1,1,200000,1,3,2,2,2,2,1,,2,0,275285.57811,0,0,0,0,0,135234.56094,0,0,0,0,0,0,1,30000
938703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,3,3,1,1,1,120000,1,2,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80000
938713,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,,,2,,1,10000,,4,5,1,1,1,50000,1,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,1,10000
938755,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,,,1,11000,2,,,3,2,1,1,3,50000,1,2,1,1,2,2,2,2,2,0,0,0,5586.9285419,0,0,0,10271.699853,0,0,0,0,0,0,1,27917.300434
938766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,1,2,2,3,30000,1,3,2,2,1,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000
938770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,1,1,1,300000,1,3,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52830.337085
938784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,1000,3,1,3,2,2,12000,1,3,1,1,2,2,2,1,2,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,1,3100
938786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,,,4,2,2,2,3,20000,1,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5402.1859197
938794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,3,,40000,4,3,1,1,3,100000,1,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128520.54174
938795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,30000,2,,,4,3,1,1,3,70000,1,3,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35000
938803,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,2,,,3,2,1,1,2,50000,2,2,1,2,2,2,2,2,2,0,478490.96065,0,0,0,0,0,0,28091.872424,0,0,0,0,0,1,7746.8268057
